notification_id,patient_id,channel,type,message,sent_at,status
NTF0000188,PTNE402,Email,PaymentDue,Nihil velit commodi veritatis omnis repellendus inventore sequi est repellendus itaque impedit voluptas.,2025-08-19 21:04:07,Delivered
NTF0000189,PTNS126,SMS,PaymentDue,Dolorem repellendus vitae deserunt expedita temporibus.,2025-09-14 11:20:28,Delivered
NTF0000190,PTNV208,WhatsApp,PaymentDue,Nemo nemo dicta est nisi ducimus laudantium ea beatae reprehenderit.,2026-06-07 03:51:28,Delivered
NTF0000191,PTNT443,Email,ReportReady,Quisquam voluptate officiis hic harum magni nulla.,2025-10-03 20:53:18,Delivered
NTF0000192,PTNH241,Email,ReportReady,Necessitatibus architecto officiis fuga reprehenderit debitis consequuntur ut quos soluta consectetur.,2025-12-31 21:49:19,Delivered
NTF0000193,PTNC354,SMS,PaymentDue,Enim iusto ipsa accusantium doloribus sint quod aliquam sed.,2025-07-19 19:34:24,Delivered
NTF0000194,PTNCB161,Email,PaymentDue,Qui doloremque amet esse quod quam aperiam eos vero itaque nemo ab.,2025-08-03 14:01:23,Delivered
NTF0000195,PTNE425,Push,Promotion,Placeat iste tempora consequuntur sunt esse placeat.,2026-03-01 17:25:59,Delivered
NTF0000196,PTNH473,Email,VaccinationDue,Optio temporibus iure laboriosam placeat expedita vitae unde quibusdam reiciendis.,2026-01-01 13:51:09,Delivered
NTF0000197,PTNTJ377,Push,Promotion,Laborum necessitatibus deleniti animi necessitatibus deleniti excepturi eos debitis eius iste.,2025-08-08 20:07:38,Delivered
NTF0000198,PTNE026,WhatsApp,VaccinationDue,Rem eveniet aliquid esse pariatur voluptate quos ullam numquam.,2026-06-07 01:19:18,Delivered
NTF0000199,PTNE469,Push,VaccinationDue,Beatae impedit atque at natus ab eligendi animi ab cum.,2025-07-05 20:13:51,Delivered
NTF0000200,PTNH028,WhatsApp,VaccinationDue,Ab a assumenda nam ducimus error harum velit quo ipsum.,2026-02-18 23:39:44,Pending
NTF0000201,PTNH207,SMS,VaccinationDue,Modi neque nisi quia facere adipisci vero veniam necessitatibus quis eligendi.,2026-01-15 03:45:20,Delivered
NTF0000202,PTNTJ468,SMS,VaccinationDue,Provident officiis impedit vitae dolor saepe sequi ea labore eos mollitia quo ea.,2025-09-12 15:50:51,Delivered
NTF0000203,PTNCB289,SMS,ReportReady,Facilis aut consequatur est sit asperiores eveniet et dicta quis non suscipit.,2026-01-15 00:15:14,Delivered
NTF0000204,PTNT386,Push,FollowUp,Consequuntur ex itaque neque voluptatum expedita consequuntur.,2026-04-11 11:34:21,Delivered
NTF0000205,PTNS284,Email,Promotion,Ipsam voluptatem consequuntur quos iure labore nemo est unde est sed.,2025-07-11 16:05:14,Delivered
NTF0000206,PTNC253,SMS,AppointmentReminder,Saepe rem quia natus tempora sint placeat qui id deleniti adipisci.,2025-12-10 07:20:42,Failed
NTF0000207,PTNC069,WhatsApp,Promotion,Laudantium repellendus ex animi illo nisi provident aliquam nihil.,2025-11-17 00:22:14,Delivered
NTF0000208,PTNCB124,SMS,AppointmentReminder,Modi adipisci est ea nostrum voluptatum totam.,2026-04-03 17:05:26,Delivered
NTF0000209,PTNTJ064,WhatsApp,ReportReady,Quam dolorum voluptate fugiat quidem quasi repudiandae dolores.,2025-06-25 11:46:50,Delivered
NTF0000210,PTNC234,Push,ReportReady,Quis ratione quibusdam cupiditate deserunt porro omnis veritatis tenetur culpa ab.,2026-04-03 19:12:26,Delivered
NTF0000211,PTNTJ242,WhatsApp,VaccinationDue,Aliquam mollitia impedit mollitia placeat quidem beatae eius voluptatibus vel quibusdam.,2026-03-22 03:37:04,Delivered
NTF0000212,PTNV167,Push,PaymentDue,Optio vel animi aut quos pariatur voluptate doloremque.,2026-01-02 09:21:43,Delivered
NTF0000213,PTNV009,Push,ReportReady,Debitis provident nesciunt nihil iusto dolore.,2025-12-14 17:37:42,Delivered
NTF0000214,PTNM201,Push,AppointmentReminder,Ex neque beatae voluptatibus praesentium dolores quae beatae nostrum.,2026-05-15 12:59:44,Delivered
NTF0000215,PTNS439,SMS,PaymentDue,Nemo aliquam odit perferendis pariatur impedit impedit repellat.,2026-01-24 06:37:59,Delivered
NTF0000216,PTNC081,Email,PaymentDue,Quam voluptas mollitia distinctio voluptas voluptatum possimus pariatur dolorum tenetur.,2026-06-11 19:26:18,Pending
NTF0000217,PTNH239,Email,AppointmentReminder,Cumque quaerat vitae aliquid nam accusamus quam dignissimos cum maxime a esse dolorum.,2025-10-16 14:43:22,Delivered
NTF0000218,PTNC150,WhatsApp,Promotion,Commodi deserunt eligendi fugit officiis totam asperiores pariatur facere.,2025-10-05 18:02:30,Delivered
NTF0000219,PTNE143,WhatsApp,PaymentDue,Eaque accusamus sed assumenda autem error expedita distinctio minima.,2026-04-29 19:24:08,Delivered
NTF0000220,PTNCB030,SMS,Promotion,Quasi temporibus impedit voluptas beatae occaecati nulla quam modi modi tenetur architecto.,2026-02-07 10:48:10,Delivered
NTF0000221,PTNM301,Push,ReportReady,Mollitia deleniti adipisci accusamus quo consectetur quis minima necessitatibus laboriosam.,2025-11-27 10:53:50,Pending
NTF0000222,PTNS060,Push,Promotion,Eum perspiciatis cumque aliquid eveniet deleniti.,2025-08-21 11:36:11,Delivered
NTF0000223,PTNT179,Email,VaccinationDue,Quis debitis nihil velit rerum suscipit magni enim incidunt reprehenderit et deleniti.,2025-09-14 17:21:10,Delivered
NTF0000224,PTNS303,Push,VaccinationDue,Voluptatibus necessitatibus voluptates occaecati quibusdam accusamus eius esse perspiciatis quia repudiandae a.,2026-04-16 15:10:13,Delivered
NTF0000225,PTNE447,WhatsApp,FollowUp,Illum autem occaecati eius quis repellat esse dignissimos neque velit quam optio incidunt.,2025-09-08 06:29:29,Delivered
NTF0000226,PTNTJ355,Email,FollowUp,Illum ut exercitationem ab mollitia accusamus quae qui porro magni quidem dolor.,2026-04-10 03:29:23,Delivered
NTF0000227,PTNC036,Push,Promotion,Quis voluptatibus dolores enim unde tempora.,2026-05-28 20:53:42,Delivered
NTF0000228,PTNTJ075,SMS,PaymentDue,Sed deserunt quisquam odio labore qui fuga ullam.,2026-02-27 03:13:48,Delivered
NTF0000229,PTNT402,SMS,PaymentDue,Similique tempore aspernatur mollitia magni iusto dicta accusamus architecto magnam consequuntur porro.,2025-10-18 07:54:17,Delivered
NTF0000230,PTNT391,SMS,FollowUp,Fuga culpa quibusdam adipisci nemo tempore illum dolorem itaque aspernatur id quae.,2025-07-19 04:21:06,Pending
NTF0000231,PTNV478,Push,Promotion,Earum nam error delectus non amet ut excepturi.,2026-05-28 14:27:02,Delivered
NTF0000232,PTNM104,Email,FollowUp,Sit blanditiis porro facere perferendis deserunt aperiam nihil tenetur.,2025-12-07 19:09:42,Delivered
NTF0000233,PTNH134,Email,Promotion,Nostrum in modi exercitationem pariatur autem sed repellat iusto.,2025-12-05 01:29:07,Delivered
NTF0000234,PTNM293,SMS,Promotion,Sit in tempore excepturi doloremque vel veritatis dolore velit neque sed architecto.,2025-10-22 13:36:57,Delivered
NTF0000235,PTNM447,Push,ReportReady,Corporis architecto dolorum similique et ullam nostrum.,2025-07-20 11:07:20,Delivered
NTF0000236,PTNT047,SMS,AppointmentReminder,Nemo blanditiis voluptates aperiam ex ab cum incidunt.,2025-06-30 19:35:22,Delivered
NTF0000237,PTNTJ381,WhatsApp,AppointmentReminder,Perspiciatis consequatur recusandae nam nostrum ducimus iure nihil similique quisquam dignissimos tenetur suscipit.,2026-05-22 22:53:56,Delivered
NTF0000238,PTNS107,WhatsApp,FollowUp,Odio cum consequatur modi pariatur cum officia qui nam aspernatur necessitatibus sint voluptatibus.,2025-06-24 02:49:16,Delivered
NTF0000239,PTNV376,SMS,Promotion,Accusantium nesciunt vitae reiciendis nemo commodi omnis.,2025-10-05 15:33:06,Delivered
NTF0000240,PTNCB285,Push,AppointmentReminder,Consequuntur accusantium nesciunt beatae officia nobis quaerat eum est quis minima vel.,2026-03-28 00:02:04,Delivered
NTF0000241,PTNV313,WhatsApp,AppointmentReminder,Ex qui maxime architecto illum facilis.,2025-09-19 21:47:45,Delivered
NTF0000242,PTNTJ048,Push,PaymentDue,Sapiente tempora odit impedit illum suscipit minus iusto harum facere voluptatibus sed optio.,2026-04-08 14:39:45,Delivered
NTF0000243,PTNE164,Push,VaccinationDue,Asperiores tempore nobis recusandae facere ipsum soluta quo.,2025-07-28 01:07:58,Delivered
NTF0000244,PTNM126,SMS,ReportReady,Perspiciatis illum tempore facilis facere dolorem fugiat aperiam id veritatis dignissimos suscipit.,2025-12-28 01:01:07,Delivered
NTF0000245,PTNM147,Email,ReportReady,Dolorem optio dolorem aspernatur velit soluta.,2025-11-17 00:10:48,Failed
NTF0000246,PTNT278,Email,AppointmentReminder,Similique vero quae sint ea doloremque doloremque maxime natus itaque corporis cupiditate.,2026-04-05 18:52:07,Delivered
NTF0000247,PTNE211,SMS,PaymentDue,Cupiditate maiores distinctio asperiores voluptatum excepturi non commodi quo ratione molestias culpa aliquam ipsam.,2026-03-12 12:32:27,Delivered
NTF0000248,PTNTN227,Push,ReportReady,Quas fugit amet esse expedita eos in.,2025-07-01 09:08:20,Delivered
NTF0000249,PTNT240,Email,ReportReady,Ipsam cum tenetur quisquam exercitationem tempora facere similique.,2025-10-10 10:16:41,Delivered
NTF0000250,PTNT028,Email,VaccinationDue,Inventore non architecto accusantium facilis explicabo ab quaerat officiis magni dolorem quibusdam corporis.,2026-03-28 23:23:56,Delivered
NTF0000251,PTNT045,SMS,ReportReady,Praesentium quas nam harum molestiae atque nisi recusandae soluta delectus iure totam.,2025-11-15 14:43:57,Delivered
NTF0000252,PTNS054,WhatsApp,AppointmentReminder,Sapiente nobis mollitia reprehenderit vitae voluptates amet corporis.,2026-06-12 22:01:03,Delivered
NTF0000253,PTNM347,SMS,Promotion,Laboriosam modi aperiam sint reprehenderit modi dignissimos deserunt praesentium nesciunt similique ea quisquam.,2026-04-13 08:29:55,Delivered
NTF0000254,PTNT141,SMS,PaymentDue,Natus pariatur ad sed quod voluptas nam aliquid eum atque.,2026-05-24 16:44:36,Delivered
NTF0000255,PTNV397,WhatsApp,ReportReady,Ullam cupiditate dolorum aspernatur asperiores ab ad non id.,2025-08-11 23:25:49,Pending
NTF0000256,PTNM447,SMS,PaymentDue,Libero ducimus nihil libero quas ea magnam illo voluptatum accusantium quam pariatur.,2026-01-06 05:29:44,Delivered
NTF0000257,PTNE206,SMS,ReportReady,Incidunt suscipit esse id impedit explicabo culpa.,2025-07-23 01:25:40,Failed
NTF0000258,PTNT414,Push,VaccinationDue,Quia perferendis cumque architecto asperiores perspiciatis sint eveniet sequi.,2025-07-18 01:40:31,Delivered
NTF0000259,PTNT085,Push,ReportReady,Adipisci quas minima facere mollitia magnam veritatis dolores suscipit.,2026-05-02 07:53:32,Delivered
NTF0000260,PTNC337,Push,ReportReady,Suscipit illo esse amet similique dignissimos pariatur suscipit necessitatibus aut voluptas.,2026-03-14 02:16:26,Delivered
NTF0000261,PTNT218,Email,AppointmentReminder,Velit in illo recusandae assumenda tempore dicta nihil doloribus eveniet.,2026-06-04 05:38:37,Delivered
NTF0000262,PTNT009,WhatsApp,Promotion,Eum veniam minima veniam quo ea.,2026-05-31 19:11:25,Pending
NTF0000263,PTNV288,WhatsApp,AppointmentReminder,Vitae blanditiis incidunt odit amet sequi iure voluptas.,2025-11-19 20:40:01,Delivered
NTF0000264,PTNV062,WhatsApp,FollowUp,Animi quisquam debitis architecto veniam iusto.,2025-07-28 11:46:40,Delivered
NTF0000265,PTNTN423,SMS,AppointmentReminder,Eius perferendis ex dolor veniam laudantium atque ea.,2026-01-13 12:18:52,Delivered
NTF0000266,PTNCB038,SMS,FollowUp,Tempore tempore vitae omnis ab harum minima provident vel facilis animi iusto maxime.,2025-07-05 14:18:26,Delivered
NTF0000267,PTNTN204,SMS,AppointmentReminder,Repellat molestiae quidem excepturi est expedita aut voluptate.,2025-09-11 08:43:09,Delivered
NTF0000268,PTNC361,WhatsApp,AppointmentReminder,Sint eaque deleniti temporibus eveniet sequi sed vero dolorem dolor quisquam enim.,2025-08-07 04:20:34,Delivered
NTF0000269,PTNS066,WhatsApp,Promotion,Quis distinctio praesentium consequuntur fugiat fuga quas quas rem explicabo aspernatur.,2026-05-12 22:22:18,Delivered
NTF0000270,PTNT336,Email,AppointmentReminder,Sit consectetur quas dolorem maxime molestias ea doloribus quia commodi.,2025-09-30 22:23:48,Pending
NTF0000271,PTNT453,Push,AppointmentReminder,Incidunt nisi ea cumque quod excepturi sapiente voluptatem id.,2025-09-26 03:41:58,Delivered
NTF0000272,PTNS348,Email,AppointmentReminder,Animi temporibus laudantium nemo voluptatem reprehenderit.,2025-10-04 22:46:09,Delivered
NTF0000273,PTNTJ168,Push,Promotion,Quaerat quidem mollitia et commodi earum.,2025-08-17 00:59:00,Delivered
NTF0000274,PTNC040,SMS,PaymentDue,Accusamus consectetur nemo et pariatur placeat vitae exercitationem harum.,2025-10-24 18:27:02,Failed
NTF0000275,PTNM124,WhatsApp,VaccinationDue,Ratione sed voluptatibus quaerat cupiditate voluptate praesentium inventore.,2025-10-08 13:32:36,Delivered
NTF0000276,PTNH202,SMS,VaccinationDue,Officia veniam quibusdam beatae laborum eligendi expedita sunt reprehenderit laboriosam deleniti eligendi.,2026-01-09 06:48:09,Delivered
NTF0000277,PTNM054,SMS,AppointmentReminder,Aliquid alias at in laborum veritatis expedita aperiam repudiandae fuga deserunt at.,2025-09-12 15:11:23,Delivered
NTF0000278,PTNCB321,SMS,ReportReady,Ut perspiciatis aut quidem minus provident neque iste debitis animi saepe.,2025-10-23 21:11:27,Delivered
NTF0000279,PTNH311,Email,Promotion,Vitae atque optio voluptas praesentium officiis earum culpa.,2026-01-17 16:35:33,Delivered
NTF0000280,PTNM219,WhatsApp,PaymentDue,Voluptates ex animi qui aut laboriosam qui vero iure nisi minus.,2025-07-01 23:48:09,Delivered
NTF0000281,PTNT153,Email,FollowUp,Officia nihil quisquam eligendi nostrum incidunt perspiciatis laudantium nemo fugiat in minus quod.,2025-08-04 23:40:36,Delivered
NTF0000282,PTNCB017,SMS,FollowUp,Aut occaecati officiis veniam ullam harum animi libero earum repellat.,2025-09-14 20:28:01,Delivered
NTF0000283,PTNV340,WhatsApp,PaymentDue,Quis mollitia iure dignissimos neque accusantium quas magnam voluptas mollitia adipisci fugiat.,2026-05-04 21:18:54,Delivered
NTF0000284,PTNT036,SMS,FollowUp,Est aliquam non vel dolore illum facilis autem.,2026-06-08 17:35:06,Delivered
NTF0000285,PTNTN483,Email,AppointmentReminder,Nulla esse distinctio id quisquam voluptatibus.,2026-04-09 11:41:05,Failed
NTF0000286,PTNE202,WhatsApp,ReportReady,Odio aperiam sapiente autem officiis eligendi corporis odio animi tempora saepe fugit.,2026-04-22 12:13:15,Delivered
NTF0000287,PTNT355,Push,VaccinationDue,Porro qui eligendi asperiores quaerat laborum fugiat ratione.,2026-01-29 19:36:14,Delivered
NTF0000288,PTNS255,WhatsApp,VaccinationDue,Iste unde minima laborum dicta eveniet.,2025-10-18 04:23:47,Delivered
NTF0000289,PTNH385,Email,Promotion,Molestias maxime quod inventore voluptatibus corrupti et cumque ut.,2025-11-18 11:50:35,Delivered
NTF0000290,PTNV420,WhatsApp,VaccinationDue,Sint incidunt sapiente repellendus consequuntur ad dolore quam iste unde harum dicta.,2026-02-14 18:19:02,Delivered
NTF0000291,PTNS424,Push,ReportReady,Ipsa impedit eaque repudiandae blanditiis odit doloremque et illum nisi perspiciatis repellat delectus.,2025-07-09 04:32:01,Delivered
NTF0000292,PTNS453,WhatsApp,ReportReady,Eaque voluptatum eius enim facere quia vitae est voluptatum tempore provident quasi architecto.,2025-07-15 05:03:56,Delivered
NTF0000293,PTNV209,Email,VaccinationDue,Voluptatibus ipsum cumque aperiam consectetur quaerat ad quis vel.,2026-03-23 17:16:36,Delivered
NTF0000294,PTNCB328,Push,ReportReady,Perferendis eveniet hic ipsam doloremque id debitis voluptatem odio voluptate ratione magnam eaque.,2026-01-09 04:45:47,Delivered
NTF0000295,PTNTN157,Push,PaymentDue,Quasi quis ipsa sit accusantium cum sed quas.,2025-09-18 12:24:44,Delivered
NTF0000296,PTNCB018,SMS,Promotion,Recusandae laborum excepturi nostrum blanditiis odit esse.,2025-12-18 12:47:36,Delivered
NTF0000297,PTNC378,SMS,Promotion,Ratione consequatur ullam quod magni eligendi vel.,2026-04-22 07:17:39,Delivered
NTF0000298,PTNTN094,SMS,Promotion,Officia minima animi quaerat commodi repellendus praesentium exercitationem.,2026-06-14 19:29:52,Pending
NTF0000299,PTNCB080,Push,VaccinationDue,Fugiat minus fuga soluta dolorum commodi ipsum pariatur enim ratione nam aperiam.,2025-08-28 11:21:46,Delivered
NTF0000300,PTNS080,WhatsApp,FollowUp,Reiciendis itaque impedit sunt velit sapiente magni soluta neque explicabo.,2026-03-05 11:44:13,Delivered
NTF0000301,PTNCB437,SMS,Promotion,Earum dicta debitis nobis vitae minus quas inventore dignissimos.,2026-04-04 06:21:29,Delivered
NTF0000302,PTNE124,Push,ReportReady,Aut similique nulla eveniet laborum dicta nihil esse.,2026-02-06 16:31:04,Delivered
NTF0000303,PTNS185,SMS,ReportReady,Fugit dolores molestiae reprehenderit esse vitae reiciendis consequatur alias.,2026-02-17 04:03:45,Delivered
NTF0000304,PTNV341,Email,FollowUp,Eius laboriosam sint porro inventore maxime aliquam nisi ex.,2025-08-19 07:00:45,Delivered
NTF0000305,PTNTJ233,WhatsApp,FollowUp,Error ut molestiae ipsa numquam aspernatur facere eligendi totam.,2026-02-18 13:46:32,Delivered
NTF0000306,PTNTN462,Push,VaccinationDue,Amet modi eum ullam nisi doloribus earum minima ea molestias mollitia.,2026-06-13 05:12:26,Delivered
NTF0000307,PTNV126,WhatsApp,AppointmentReminder,Assumenda quidem a nobis dolorem quibusdam quidem totam cum facere culpa voluptas iste.,2025-06-16 09:07:58,Delivered
NTF0000308,PTNTN287,Email,VaccinationDue,Nostrum aspernatur veritatis ipsum veritatis occaecati expedita.,2025-07-08 11:38:06,Pending
NTF0000309,PTNTN277,Email,PaymentDue,Quos ab accusantium occaecati corporis debitis eveniet.,2026-03-14 01:57:07,Failed
NTF0000310,PTNT281,Email,VaccinationDue,Dolor omnis eligendi illum velit enim quibusdam cum voluptatibus quo veniam.,2026-05-10 12:46:35,Delivered
NTF0000311,PTNT010,SMS,VaccinationDue,Quam tenetur necessitatibus facilis officia praesentium reiciendis aliquid sint.,2026-01-30 07:01:56,Delivered
NTF0000312,PTNH113,Email,Promotion,Repellat temporibus consequuntur blanditiis fuga nemo dolore alias quasi facere libero nostrum inventore.,2025-10-24 00:23:17,Delivered
NTF0000313,PTNH460,Email,Promotion,Animi vitae nihil nobis aut explicabo.,2026-05-15 03:00:11,Delivered
NTF0000314,PTNV441,Push,ReportReady,Tempora est qui ratione nostrum dolores aperiam earum repellendus quas voluptate vel.,2025-11-02 00:26:54,Delivered
NTF0000315,PTNT140,Email,ReportReady,Sit quae cupiditate nisi ea rerum officia aliquid voluptatum tempore dolores id.,2025-08-14 00:40:12,Delivered
NTF0000316,PTNS213,WhatsApp,Promotion,Aut aperiam illo voluptates temporibus esse laborum labore ea laboriosam facilis.,2026-03-31 16:35:34,Delivered
NTF0000317,PTNC188,SMS,VaccinationDue,Vel nisi impedit vel mollitia sint qui exercitationem ad dolor inventore voluptate praesentium.,2026-01-25 03:02:29,Delivered
NTF0000318,PTNE401,WhatsApp,ReportReady,Ad soluta corporis quasi accusamus temporibus temporibus exercitationem nihil asperiores.,2025-10-15 21:19:53,Delivered
NTF0000319,PTNV411,Push,Promotion,Ipsum id aliquam dolorum eligendi nesciunt ipsum accusamus tenetur perspiciatis voluptate sequi.,2026-06-02 09:02:19,Failed
NTF0000320,PTNV099,WhatsApp,ReportReady,In inventore architecto repudiandae magnam nesciunt quam quam ducimus.,2026-02-21 13:35:44,Delivered
NTF0000321,PTNM097,Email,FollowUp,Unde perferendis quae quidem fugiat natus dolor hic saepe culpa in quo eius.,2025-12-11 02:00:04,Delivered
